Date,Time,Open,High,Low,Close,TotalVolume
2017/7/30,1:00:00,2700.1,2719.5,2691,2712,454.186889
2017/7/30,2:00:00,2710.6,2716.7,2692,2697.5,501.6926101
2017/7/30,3:00:00,2697.6,2709.2,2695.9,2705.9,446.8586483
2017/7/30,4:00:00,2706.5,2714,2699.4,2708.5,298.2348429
2017/7/30,5:00:00,2709.5,2713.8,2620,2652.7,2406.330435
2017/7/30,6:00:00,2663.9,2684.6,2582.9,2620,4934.339714
2017/7/30,7:00:00,2619.9,2649,2605,2638.6,1727.905082
2017/7/30,8:00:00,2641.7,2649,2620.8,2643.9,1120.521358
2017/7/30,9:00:00,2643.9,2674.9,2625.5,2649,1808.146698
2017/7/30,10:00:00,2649.1,2659.9,2614,2623,1376.971748
2017/7/30,11:00:00,2622.9,2659.9,2622.9,2654.6,658.0010011
2017/7/30,12:00:00,2654.1,2675.2,2654.1,2666.8,868.0650408
